,episodes,rewards,variances
0,0,18.8,1.1250967036626642
1,1,18.788000000000004,1.119539039358677
2,2,18.738,1.1140273321419267
3,3,18.688,1.1001079780757548
4,4,18.620000000000005,1.0927121848782886
5,5,18.560000000000002,1.0802376281787884
6,6,18.503999999999998,1.0747437664047768
7,7,18.438000000000002,1.065130981555964
8,8,18.380000000000006,1.0603633418157519
9,9,18.339999999999996,1.0544779459172793
10,10,18.263999999999996,1.0438170255702717
11,11,18.212,1.0388526494719137
12,12,18.168000000000003,1.026154556846598
13,13,18.105999999999998,1.0134696095774336
14,14,18.044,1.011665843629539
15,15,17.982,1.005554466773505
16,16,17.918000000000006,0.9969503560859996
17,17,17.849999999999994,0.9912353929146521
18,18,17.796000000000003,0.9853863227651345
19,19,17.737999999999996,0.9819235131353903
20,20,17.667999999999996,0.9764476603143312
21,21,17.605999999999998,0.9740822765462271
22,22,17.527999999999995,0.9673442230319732
23,23,17.452,0.9621211007456393
24,24,17.381999999999998,0.9589857059723356
25,25,17.312,0.9536977115417654
26,26,17.248,0.9481142765940621
27,27,17.169999999999998,0.9399882842552008
28,28,17.098000000000003,0.936551016486279
29,29,17.017999999999997,0.9305969079534877
30,30,16.95,0.927328107511835
31,31,16.879999999999995,0.9210862020824463
32,32,16.806000000000004,0.9159600630142332
33,33,16.758000000000003,0.9151662498228483
34,34,16.702,0.9112383355449151
35,35,16.634,0.9063581935416039
36,36,16.552,0.8977766949422786
37,37,16.486,0.8903549211680406
38,38,16.426000000000002,0.8856196533333998
39,39,16.356,0.8832823158747365
40,40,16.288000000000004,0.8764834731492118
41,41,16.23,0.8748511778201672
42,42,16.167999999999996,0.8743748287797988
43,43,16.092,0.8672379599433281
44,44,16.025999999999996,0.8610383893127931
45,45,15.956000000000001,0.856710818955157
46,46,15.894000000000007,0.8511837408269441
47,47,15.829999999999995,0.8467331215717645
48,48,15.761999999999999,0.8457181330964518
49,49,15.695999999999998,0.8387577435200311
50,50,15.631999999999998,0.8373855897529677
51,51,15.556000000000006,0.8308727138778049
52,52,15.496000000000008,0.8278519442911693
53,53,15.418000000000003,0.8228456472870597
54,54,15.348000000000004,0.8181578525927994
55,55,15.273999999999997,0.8131388408734612
56,56,15.203999999999997,0.8081575690924884
57,57,15.133999999999997,0.8038869398348476
58,58,15.064000000000002,0.801586129588174
59,59,14.984000000000005,0.7966936545289343
60,60,14.906000000000002,0.7869792084528269
61,61,14.828000000000005,0.7786552159784019
62,62,14.748000000000001,0.7713971847671386
63,63,14.695999999999994,0.7703816884073318
64,64,14.634000000000002,0.7698668093681318
65,65,14.557999999999996,0.7645327827673084
66,66,14.482000000000001,0.7538346789237997
67,67,14.413999999999998,0.7519486515295017
68,68,14.331999999999997,0.7456137097496702
69,69,14.257999999999996,0.7406433114629561
70,70,14.186000000000002,0.7391242590866376
71,71,14.106000000000003,0.7349642070523906
72,72,14.04,0.7318464724648597
73,73,13.963999999999995,0.7265849606842896
74,74,13.880000000000003,0.7201254873927139
75,75,13.838,0.7260337543806071
76,76,13.952000000000002,0.7869744857387084
77,77,13.918000000000006,0.7977462733643254
78,78,13.847999999999995,0.7961506746585456
79,79,13.798000000000002,0.7993659805329058
80,80,13.713999999999995,0.7936136782908726
81,81,13.738000000000003,0.8175137874021415
82,82,13.873999999999999,0.8759950117712701
83,83,13.868000000000004,0.8935701455916008
84,84,13.828000000000003,0.8973379191830161
85,85,14.161999999999995,1.034396848991576
86,86,14.497999999999998,1.1740467739041802
87,87,14.628000000000005,1.2439904405596158
88,88,15.100000000000001,1.400195691514953
89,89,15.581999999999994,1.5777964220827199
90,90,16.182000000000002,1.7836232321483314
91,91,16.849999999999998,2.006848445416437
92,92,17.522000000000006,2.229977617496876
93,93,18.192,2.455036330254681
94,94,18.858,2.6801053372920776
95,95,19.529999999999998,2.903688104201531
96,96,20.195999999999994,3.1276336341613007
97,97,20.864000000000004,3.3538670989758375
98,98,21.532,3.580297940930801
99,99,22.201999999999995,3.8060331317527947
100,100,22.870000000000005,4.031237371499026
101,101,23.548,4.256243175716507
102,102,24.266000000000005,4.482941427418686
103,103,24.99,4.713333052166815
104,104,25.738000000000003,4.937259871891756
105,105,26.480000000000004,5.16641615208081
106,106,27.206,5.3907760542121075
107,107,27.942,5.619750845933507
108,108,28.668000000000003,5.846766551273669
109,109,29.392,6.063504357889763
110,110,30.162,6.281967572684473
111,111,30.900000000000002,6.494053317872465
112,112,31.613999999999997,6.729401590085714
113,113,32.346000000000004,6.963975723919012
114,114,33.086,7.184883256287571
115,115,33.815999999999995,7.414894025303496
116,116,34.552,7.641111930428275
117,117,35.31,7.856831926207068
118,118,36.058,8.068088749104458
119,119,36.808,8.281879013343932
120,120,37.552,8.508046164813202
121,121,38.291999999999994,8.724566957628793
122,122,39.041999999999994,8.953669460292057
123,123,39.782000000000004,9.182106124570243
124,124,40.52,9.407620538149635
125,125,41.260000000000005,9.632288021189368
126,126,41.998,9.856041876475228
127,127,42.75,10.084067615596691
128,128,43.504000000000005,10.30320666548365
129,129,44.25999999999999,10.527162687982893
130,130,45.004000000000005,10.747079925603739
131,131,45.746,10.976398839458705
132,132,46.489999999999995,11.204604052761823
133,133,47.246,11.414680477532723
134,134,48.16,11.527636434709127
135,135,48.918,11.748896449103603
136,136,49.75999999999999,11.979925927629163
137,137,50.678,12.092983109803036
138,138,51.75599999999999,12.186460126729598
139,139,52.848,12.206802485021758
140,140,53.908,12.237319913213568
141,141,55.048,12.225535784422854
142,142,56.202000000000005,12.22696513653327
143,143,57.342,12.232849472190003
144,144,58.534,12.233504689857247
145,145,59.717999999999996,12.237843683782845
146,146,60.938,12.240259813589198
147,147,62.434,12.200283579790874
148,148,63.854,12.172071515681724
149,149,65.352,12.137940610818594
150,150,67.228,12.127535162458475
151,151,69.116,12.122533444001132
152,152,70.98799999999999,12.113575125659638
153,153,72.878,12.107443791634658
154,154,74.75999999999999,12.100173201909287
155,155,76.646,12.094304209676705
156,156,78.528,12.08905082322353
157,157,80.41,12.082158222553401
158,158,82.292,12.073520499461868
159,159,84.184,12.067759151607381
160,160,86.074,12.067386961179016
161,161,87.964,12.064689957950907
162,162,89.856,12.060483035901141
163,163,91.72,12.050837968884771
164,164,93.594,12.04107121774609
165,165,95.482,12.036358295959111
166,166,97.36999999999999,12.036199849981873
167,167,99.25,12.027787520043528
168,168,101.13199999999999,12.020345944230616
169,169,103.018,12.014883256125852
170,170,104.90200000000002,12.005762105632325
171,171,106.794,11.999590594925868
172,172,108.622,11.976063372275517
173,173,110.508,11.970153193290106
174,174,112.404,11.966437628147041
175,175,114.258,11.950348438609087
176,176,115.956,11.883272743982205
177,177,117.80199999999999,11.862543812158096
178,178,119.684,11.85524461048936
179,179,121.546,11.842207627079944
180,180,123.442,11.8384924804326
181,181,125.23,11.803214193639205
182,182,126.90600000000002,11.73484361971504
183,183,128.71,11.704543473227256
184,184,130.562,11.691779920493683
185,185,132.01,11.552015922055594
186,186,133.486,11.416506207976205
187,187,135.168,11.34571415465623
188,188,136.508,11.179967053945859
189,189,137.838,11.003370825001763
190,190,139.04999999999998,10.793652687266407
191,191,140.098,10.534022812064373
192,192,141.238,10.306021387802051
193,193,142.38,10.077317702234026
194,194,143.52599999999998,9.849175334039298
195,195,144.666,9.622689488381862
196,196,145.81199999999998,9.396717918374478
197,197,146.95600000000002,9.169477350356656
198,198,148.068,8.953430495486074
199,199,149.21,8.727373202130138
200,200,150.344,8.506919768526569
201,201,151.48999999999998,8.280917609681508
202,202,152.62199999999999,8.061189235885687
203,203,153.65599999999998,7.8594849768242385
204,204,154.788,7.638589039377627
205,205,155.918,7.420118075268473
206,206,157.06,7.198139506118024
207,207,158.182,6.971690885586269
208,208,159.308,6.750934991896665
209,209,160.43599999999998,6.537966567799703
210,210,161.554,6.328415563580696
211,211,162.656,6.1104623979422925
212,212,163.788,5.891173471892161
213,213,164.93,5.6768291828942035
214,214,166.064,5.4656702988932375
215,215,167.20799999999997,5.253447853156374
216,216,168.348,5.045282230524687
217,217,169.47,4.843685246879008
218,218,170.588,4.645085833835981
219,219,171.698,4.449976990525199
220,220,172.826,4.253366688196454
221,221,173.95999999999998,4.058804125099648
222,222,175.1,3.866777021892657
223,223,176.248,3.6788555192452828
224,224,177.392,3.497525224408022
225,225,178.53400000000002,3.322214442205681
226,226,179.672,3.155017730991441
227,227,180.81,2.997075227447833
228,228,181.94,2.849515346218255
229,229,183.076,2.7116070234340817
230,230,184.212,2.5873156842565614
231,231,185.352,2.4814516712519836
232,232,186.494,2.393340017883732
233,233,187.598,2.3256049687841083
234,234,188.552,2.20148716170414
235,235,189.674,2.167602348495614
236,236,190.718,2.184955599281903
237,237,191.678,2.077430123395876
238,238,192.472,1.9811849500946335
239,239,193.24599999999998,1.7879316563757088
240,240,194.062,1.5974222380076837
241,241,194.778,1.3860395737496112
242,242,195.498,1.1769410035876593
243,243,196.124,0.973882491818377
244,244,196.81,0.7842783897268811
245,245,197.508,0.6034601719804409
246,246,198.162,0.4478772783715193
247,247,198.542,0.308307973431569
248,248,199.002,0.17936744822146664
249,249,199.38199999999998,0.10965909295022876
250,250,199.38199999999998,0.10965909295022876
251,251,199.38199999999998,0.10965909295022876
252,252,199.38199999999998,0.10965909295022876
253,253,199.38199999999998,0.10965909295022876
254,254,199.38199999999998,0.10965909295022876
255,255,199.38199999999998,0.10965909295022876
256,256,199.38199999999998,0.10965909295022876
257,257,199.32,0.11804704217669598
258,258,199.32,0.11804704217669598
259,259,199.22,0.1470462653951692
260,260,199.082,0.2038905752276612
261,261,198.916,0.2826984332582436
262,262,198.748,0.3669936023511387
263,263,198.646,0.41924541341160465
264,264,198.646,0.41924541341160465
265,265,198.646,0.41924541341160465
266,266,198.608,0.41742343886611677
267,267,198.56799999999998,0.41606451322681653
268,268,198.58,0.41544391418497567
269,269,198.534,0.4181333729715843
270,270,198.534,0.4181333729715843
271,271,198.488,0.42046035286734756
272,272,198.538,0.41675151747152134
273,273,198.54,0.41662352554439236
274,274,198.54,0.41662352554439236
275,275,198.54,0.41662352554439236
276,276,198.504,0.41592853396992474
277,277,198.47,0.41570434706251
278,278,198.47,0.41570434706251
279,279,198.47,0.41570434706251
280,280,198.47,0.41570434706251
281,281,198.402,0.41651704924866667
282,282,198.402,0.41651704924866667
283,283,198.346,0.41804529869292856
284,284,198.346,0.41804529869292856
285,285,198.368,0.4173276490560727
286,286,198.282,0.4250927442378948
287,287,198.282,0.4250927442378948
288,288,198.282,0.4250927442378948
289,289,198.282,0.4250927442378948
290,290,198.282,0.4250927442378948
291,291,198.284,0.42172296396252223
292,292,198.188,0.4301015287115381
293,293,198.112,0.4388791922276242
294,294,198.018,0.4514151293227586
295,295,197.91,0.4678329795549477
296,296,197.906,0.468541251296689
297,297,197.906,0.468541251296689
298,298,197.938,0.484222810380299
299,299,197.938,0.484222810380299
